image,left,top,right,bottom,labels
img_36672.jpg,1680,491,1789,634,motorbike
img_36672.jpg,1031,227,1063,258,car
img_36672.jpg,986,253,1028,290,car
img_36875.jpg,1183,356,1255,397,motorbike
img_36875.jpg,869,605,1050,699,motorbike
img_36875.jpg,1059,224,1089,260,car
img_36875.jpg,1032,227,1063,257,car
img_36875.jpg,984,253,1030,293,car
img_36875.jpg,921,283,1036,370,car
img_37077.jpg,500,747,736,901,motorbike
img_37077.jpg,945,275,1002,328,car
img_37077.jpg,1030,251,1083,293,car
img_37482.jpg,1458,358,1514,409,motorbike
img_37482.jpg,1237,404,1376,484,motorbike
img_37482.jpg,1029,224,1062,250,car
img_37482.jpg,1998,665,2245,715,car
img_37482.jpg,990,258,1040,295,car
img_37482.jpg,947,277,1002,333,car
img_37685.jpg,951,328,1007,369,motorbike
img_37685.jpg,1060,284,1111,317,motorbike
img_37685.jpg,1326,353,1414,435,motorbike
img_37685.jpg,1013,413,1135,482,motorbike
img_37685.jpg,949,360,1005,401,motorbike
img_37685.jpg,1473,649,1682,876,motorbike
img_37685.jpg,2000,669,2241,717,car
img_37888.jpg,1100,281,1143,305,motorbike
img_37888.jpg,1010,356,1067,397,motorbike
img_37888.jpg,1030,225,1060,255,car
img_37888.jpg,1998,670,2238,720,car
img_37888.jpg,947,280,1002,335,car
img_37888.jpg,567,462,997,817,car
img_37888.jpg,637, 769, 737, 805,plate
img_38292.jpg,975,307,1071,347,motorbike
img_38292.jpg,980,361,1030,397,motorbike
img_38292.jpg,1197,293,1257,351,car
img_38292.jpg,1032,228,1064,256,car
img_38292.jpg,1998,667,2242,717,car
img_38292.jpg,899,276,992,356,car
img_38292.jpg,1133,411,1419,641,car
img_38292.jpg,1215, 613, 1288, 645,plate
img_38495.jpg,980,270,1038,300,car
img_38495.jpg,1997,666,2243,717,car
img_38495.jpg,1279,314,1338,461,car
img_38495.jpg,1194,305,1245,375,car
img_38495.jpg,1029,225,1060,254,car
img_38495.jpg,979,251,1037,293,car
img_38495.jpg,819,391,1053,624,car
img_38495.jpg,899,283,984,366,car
img_38495.jpg,874, 509, 942, 536,plate
img_38698.jpg,825,314,1041,485,truck
img_38698.jpg,1574,414,1699,503,motorbike
img_38698.jpg,1275,313,1335,466,car
img_38698.jpg,0,723,813,1478,car
img_38698.jpg,985,251,1030,287,car
img_38698.jpg,1193,306,1241,375,car
img_38698.jpg,900,275,961,356,car
img_38698.jpg,1025,224,1057,257,car
img_38698.jpg,53, 1347, 227, 1466,plate
img_39101.jpg,890,281,1016,377,truck
img_39101.jpg,736,671,960,790,motorbike
img_39101.jpg,982,389,1061,450,motorbike
img_39101.jpg,983,254,1036,300,car
img_39101.jpg,1026,229,1058,265,car
img_39101.jpg,890,281,1016,377,car
img_39101.jpg,1190,306,1238,384,car
img_39101.jpg,1446,299,1551,451,car
img_39101.jpg,1270,314,1333,481,car
img_39304.jpg,1175,454,1629,840,truck
img_39304.jpg,885,271,1029,382,truck
img_39304.jpg,1027,230,1059,263,car
img_39304.jpg,885,271,1029,382,car
img_39304.jpg,1178,455,1672,848,car
img_39304.jpg,1423, 815, 1495, 853,plate
img_39507.jpg,889,283,1014,381,truck
img_39507.jpg,1052,364,1100,406,motorbike
img_39507.jpg,1130,463,1213,511,motorbike
img_39507.jpg,1125,396,1266,458,motorbike
img_39507.jpg,972,404,1102,466,motorbike
img_39507.jpg,975,463,1052,513,motorbike
img_39507.jpg,1057,312,1142,360,car
img_39507.jpg,1065,257,1103,306,car
img_39507.jpg,1083,315,1139,368,car
img_39507.jpg,982,256,1026,298,car
img_39507.jpg,1195,304,1243,370,car
img_39507.jpg,1026,226,1060,259,car
img_39912.jpg,1379,443,1517,530,motorbike
img_39912.jpg,977,272,1035,304,car
img_39912.jpg,1063,229,1094,258,car
img_39912.jpg,1030,227,1065,260,car
img_39912.jpg,929,280,998,342,car
img_39912.jpg,974,254,1028,299,car
img_39912.jpg,900,283,986,365,car
img_39912.jpg,1115,305,1221,485,car
img_40113.jpg,1366,479,1495,558,motorbike
img_40113.jpg,976,272,1035,306,car
img_40113.jpg,1031,227,1068,260,car
img_40113.jpg,928,281,996,345,car
img_40113.jpg,973,254,1028,301,car
img_40113.jpg,900,284,985,366,car
img_40113.jpg,1114,302,1217,453,car
img_40316.jpg,1039,279,1089,299,motorbike
img_40316.jpg,869,446,999,513,motorbike
img_40316.jpg,934,278,1002,331,car
img_40316.jpg,1195,306,1244,375,car
img_40316.jpg,1023,227,1054,263,car
img_40316.jpg,981,256,1034,298,car
img_40316.jpg,897,284,981,369,car
img_40519.jpg,1032,319,1082,353,motorbike
img_40519.jpg,930,277,997,334,car
img_40519.jpg,1026,229,1056,262,car
img_40519.jpg,1276,313,1339,462,car
img_40519.jpg,975,255,1027,301,car
img_40519.jpg,898,283,984,368,car
img_40519.jpg,1203,370,1375,620,car
img_40721.jpg,1100,280,1143,299,motorbike
img_40721.jpg,947,357,1030,412,motorbike
img_40721.jpg,1197,305,1245,371,car
img_40721.jpg,981,254,1031,296,car
img_40721.jpg,1025,227,1055,264,car
img_40721.jpg,896,284,973,363,car
img_40721.jpg,195,315,380,606,car
img_40924.jpg,11,321,184,606,truck
img_40924.jpg,1055,282,1124,312,motorbike
img_40924.jpg,826,448,959,522,motorbike
img_40924.jpg,18,313,206,603,car
img_40924.jpg,977,253,1030,297,car
img_40924.jpg,1027,226,1056,261,car
img_40924.jpg,900,281,980,365,car
img_41126.jpg,302,747,740,987,motorbike
img_41126.jpg,1192,306,1240,377,car
img_41126.jpg,1034,227,1057,256,car
img_41126.jpg,1064,230,1087,257,car
img_41126.jpg,985,252,1026,284,car
img_41126.jpg,902,284,980,363,car
img_41126.jpg,563,340,725,645,car
img_41126.jpg,1029,253,1066,291,car
img_41126.jpg,1108,349,1290,549,car
img_41126.jpg,307, 989, 367, 1038,plate
img_41329.jpg,869,314,1086,515,truck
img_41329.jpg,1195,304,1246,374,car
img_41329.jpg,874,303,1103,491,car
img_41329.jpg,902,274,952,353,car
img_41329.jpg,982,254,1033,293,car
img_41329.jpg,1027,227,1059,259,car
img_41531.jpg,908,417,1018,483,motorbike
img_41531.jpg,1192,304,1245,378,car
img_41531.jpg,979,254,1032,294,car
img_41531.jpg,1025,225,1056,258,car
img_41531.jpg,900,280,984,363,car
img_41531.jpg,1132,407,1391,633,car
img_41531.jpg,1239, 582, 1310, 609,plate
img_41734.jpg,732,671,1566,1945,truck
img_41734.jpg,1275,316,1335,474,car
img_41734.jpg,930,278,998,336,car
img_41734.jpg,979,277,1029,308,car
img_41734.jpg,1195,308,1241,377,car
img_41734.jpg,1027,232,1054,266,car
img_41734.jpg,1034,248,1066,276,car
img_41734.jpg,979,256,1027,295,car
img_41734.jpg,900,284,985,365,car
img_41937.jpg,1109,287,1161,311,motorbike
img_41937.jpg,978,259,1025,309,car
img_41937.jpg,1195,307,1242,375,car
img_41937.jpg,1028,224,1060,258,car
img_41937.jpg,902,283,980,354,car
img_41937.jpg,935,304,1067,435,car
img_42139.jpg,890,405,1020,470,motorbike
img_42139.jpg,887,468,972,526,motorbike
img_42139.jpg,1193,302,1248,375,car
img_42139.jpg,1026,225,1063,262,car
img_42139.jpg,978,253,1034,298,car
img_42139.jpg,900,281,984,365,car
img_42139.jpg,1514,441,1785,865,car
img_42341.jpg,981,279,1028,307,car
img_42341.jpg,1194,308,1239,377,car
img_42341.jpg,982,256,1031,294,car
img_42341.jpg,1026,229,1051,259,car
img_42341.jpg,900,282,988,363,car
img_42341.jpg,458, 971, 511, 1016,plate
img_42544.jpg,1027,328,1061,359,motorbike
img_42544.jpg,935,278,1003,331,car
img_42544.jpg,1197,307,1242,373,car
img_42544.jpg,981,258,1030,301,car
img_42544.jpg,1272,315,1331,474,car
img_42544.jpg,1028,228,1057,259,car
img_42544.jpg,1074,250,1119,293,car
img_42544.jpg,900,283,979,365,car
img_42747.jpg,1136,362,1186,400,motorbike
img_42747.jpg,1076,280,1123,307,motorbike
img_42747.jpg,771,496,874,575,motorbike
img_42747.jpg,979,274,1034,306,car
img_42747.jpg,1277,315,1336,465,car
img_42747.jpg,1196,307,1242,375,car
img_42747.jpg,1026,227,1057,263,car
img_42747.jpg,976,252,1029,296,car
img_42747.jpg,899,282,985,366,car
img_43151.jpg,840,421,949,539,motorbike
img_43151.jpg,1299,405,1436,471,motorbike
img_43151.jpg,1266,315,1329,493,car
img_43151.jpg,1028,225,1064,257,car
img_43151.jpg,1200,307,1245,368,car
img_43151.jpg,986,255,1031,291,car
img_43151.jpg,1106,305,1173,400,car
img_43151.jpg,938,274,1002,340,car
img_43354.jpg,1096,278,1146,302,motorbike
img_43354.jpg,1029,229,1060,263,car
img_43354.jpg,1195,304,1247,373,car
img_43354.jpg,984,253,1035,291,car
img_43354.jpg,944,270,1011,327,car
img_43354.jpg,1100,414,1507,701,car
img_43354.jpg,1237, 715, 1328, 760,plate
img_43557.jpg,1108,441,1264,523,motorbike
img_43557.jpg,1099,258,1136,290,car
img_43557.jpg,1274,313,1337,467,car
img_43557.jpg,977,255,1031,303,car
img_43557.jpg,1192,306,1241,379,car
img_43557.jpg,1025,226,1053,261,car
img_43557.jpg,998,293,1108,384,car
img_43557.jpg,942,269,1009,331,car
img_43557.jpg,1449,344,1563,571,car
img_43962.jpg,949,389,1012,430,motorbike
img_43962.jpg,566,663,826,813,motorbike
img_43962.jpg,953,344,1044,386,motorbike
img_43962.jpg,1414,359,1471,407,motorbike
img_43962.jpg,990,255,1039,288,car
img_43962.jpg,1025,224,1057,262,car
img_43962.jpg,591, 839, 630, 873,plate
img_44164.jpg,1025,228,1052,261,car
img_44164.jpg,1278,314,1346,461,car
img_44164.jpg,991,254,1034,290,car
img_44164.jpg,1265,401,1508,607,car
img_44164.jpg,943,276,1006,334,car
img_44164.jpg,1051,260,1099,306,car
img_44164.jpg,981,328,1092,438,car
img_44164.jpg,1363, 565, 1418, 595,plate
img_44367.jpg,1114,277,1223,362,truck
img_44367.jpg,970,406,1042,474,motorbike
img_44367.jpg,1318,442,1444,503,motorbike
img_44367.jpg,1030,227,1060,258,car
img_44367.jpg,1276,312,1343,475,car
img_44367.jpg,1112,291,1212,381,car
img_44367.jpg,940,278,995,334,car
img_44772.jpg,955,318,1035,363,motorbike
img_44772.jpg,990,254,1041,287,car
img_44772.jpg,1027,227,1057,260,car
img_44772.jpg,303,370,479,724,car
img_44975.jpg,980,361,1038,393,motorbike
img_44975.jpg,1055,320,1117,377,motorbike
img_44975.jpg,876,451,1008,518,motorbike
img_44975.jpg,1107,254,1146,287,car
img_44975.jpg,1065,250,1106,290,car
img_44975.jpg,1210,315,1258,383,car
img_44975.jpg,990,256,1027,288,car
img_44975.jpg,1279,314,1339,466,car
img_44975.jpg,1029,226,1059,258,car
img_44975.jpg,944,281,994,331,car
img_45177.jpg,196,1055,516,1324,motorbike
img_45177.jpg,1273,317,1330,467,car
img_45177.jpg,1191,375,1404,548,car
img_45177.jpg,191, 1177, 264, 1240,plate
img_45582.jpg,987,286,1040,308,motorbike
img_45582.jpg,937,735,1198,870,motorbike
img_45582.jpg,1278,314,1339,470,car
img_45582.jpg,944, 802, 995, 843,plate
img_45785.jpg,903,449,1017,516,motorbike
img_45785.jpg,1066,227,1098,258,car
img_45785.jpg,1278,315,1337,471,car
img_45785.jpg,1027,225,1057,252,car
img_45785.jpg,984,256,1034,296,car
img_45785.jpg,943,275,1005,333,car
img_45785.jpg,1039,280,1100,339,car
img_45988.jpg,1289,513,1468,604,motorbike
img_45988.jpg,1114,243,1162,283,car
img_45988.jpg,983,250,1037,290,car
img_45988.jpg,1027,225,1058,256,car
img_45988.jpg,940,266,1010,328,car
img_45988.jpg,625,461,973,825,car
img_45988.jpg,1446,362,1592,590,car
img_45988.jpg,698, 636, 803, 681,plate
img_46392.jpg,1275,522,1888,1020,truck
img_46392.jpg,1236,435,1363,503,motorbike
img_46392.jpg,1277,313,1337,469,car
img_46392.jpg,1210,315,1261,381,car
img_46392.jpg,1034,279,1081,310,car
img_46392.jpg,1027,260,1069,295,car
img_46392.jpg,990,261,1031,297,car
img_46392.jpg,1079,297,1167,408,car
img_46392.jpg,1299,566,1884,1023,car
img_46392.jpg,941,277,999,335,car
img_46392.jpg,1558, 1005, 1685, 1067,plate
img_46595.jpg,1090,404,1213,465,motorbike
img_46595.jpg,1171,540,1344,628,motorbike
img_46595.jpg,909,402,976,450,motorbike
img_46595.jpg,1175,262,1218,313,car
img_46595.jpg,1110,251,1167,290,car
img_46595.jpg,1284,316,1344,460,car
img_46595.jpg,972,250,1022,300,car
img_46595.jpg,943,280,1004,344,car
img_46595.jpg,1169,298,1290,416,car
img_46798.jpg,1035,323,1074,356,motorbike
img_46798.jpg,1038,285,1107,324,motorbike
img_46798.jpg,865,447,973,515,motorbike
img_46798.jpg,1065,227,1094,263,car
img_46798.jpg,1135,253,1185,309,car
img_46798.jpg,982,257,1034,301,car
img_46798.jpg,1026,225,1055,260,car
img_46798.jpg,1286,315,1345,454,car
img_46798.jpg,1177,301,1301,422,car
img_46798.jpg,940,272,1003,336,car
img_47201.jpg,742,522,858,595,motorbike
img_47201.jpg,722,762,1001,925,motorbike
img_47201.jpg,367,821,665,983,motorbike
img_47201.jpg,1134,247,1192,312,car
img_47201.jpg,981,252,1033,292,car
img_47201.jpg,1027,224,1063,257,car
img_47201.jpg,1177,296,1311,423,car
img_47201.jpg,942,267,1013,329,car
img_47201.jpg,145,351,321,708,car
img_47201.jpg,1287,579,1861,1047,car
img_47201.jpg,1568, 1021, 1695, 1069,plate
img_47404.jpg,514,476,985,879,truck
img_47404.jpg,977,312,1058,354,motorbike
img_47404.jpg,1277,316,1335,475,car
img_47404.jpg,937,284,987,346,car
img_47404.jpg,1028,227,1061,258,car
img_47404.jpg,524,471,941,861,car
img_47404.jpg,586, 719, 724, 779,plate
img_47607.jpg,899,477,1050,541,motorbike
img_47607.jpg,1282,316,1340,466,car
img_47607.jpg,983,252,1030,291,car
img_47607.jpg,1024,227,1057,261,car
img_47607.jpg,941,269,1010,333,car
img_48011.jpg,679,422,1022,719,bus
img_48011.jpg,1074,276,1138,302,motorbike
img_48011.jpg,1216,315,1265,375,car
img_48011.jpg,1177,262,1224,312,car
img_48011.jpg,1030,227,1063,257,car
img_48011.jpg,1279,315,1339,470,car
img_48011.jpg,982,253,1031,290,car
img_48011.jpg,684,417,1040,707,car
img_48011.jpg,950,277,1009,327,car
img_48011.jpg,742, 601, 820, 630,plate
img_48214.jpg,1070,322,1107,348,motorbike
img_48214.jpg,1065,288,1123,321,motorbike
img_48214.jpg,954,258,1014,308,car
img_48214.jpg,1175,262,1223,314,car
img_48214.jpg,1217,316,1265,373,car
img_48214.jpg,978,254,1028,295,car
img_48214.jpg,1026,225,1054,259,car
img_48214.jpg,1282,314,1343,462,car
img_48214.jpg,949,282,1002,331,car
img_48214.jpg,728,468,1069,806,car
img_48214.jpg,810, 711, 909, 753,plate
img_48417.jpg,899,319,954,384,motorbike
img_48417.jpg,843,499,966,580,motorbike
img_48417.jpg,1281,314,1341,463,car
img_48417.jpg,978,253,1033,297,car
img_48417.jpg,939,272,1002,335,car
img_48417.jpg,1025,224,1056,261,car
img_48822.jpg,1120,325,1194,356,motorbike
img_48822.jpg,1118,356,1167,384,motorbike
img_48822.jpg,1338,447,1466,521,motorbike
img_48822.jpg,1185,361,1230,393,motorbike
img_48822.jpg,988,257,1028,291,car
img_48822.jpg,1279,312,1344,458,car
img_48822.jpg,1027,228,1056,260,car
img_48822.jpg,944,284,999,337,car
img_49024.jpg,1494,550,1717,681,motorbike
img_49024.jpg,1209,311,1266,385,car
img_49024.jpg,942,286,992,331,car
img_49024.jpg,1028,225,1060,260,car
img_49024.jpg,1273,312,1335,467,car
img_49227.jpg,606,544,842,671,motorbike
img_49227.jpg,1211,358,1268,419,motorbike
img_49227.jpg,1176,263,1220,313,car
img_49227.jpg,1144,254,1184,294,car
img_49227.jpg,1273,316,1334,475,car
img_49227.jpg,986,254,1026,291,car
img_49227.jpg,1023,230,1051,266,car
img_49227.jpg,947,285,1000,336,car
img_49227.jpg,1053,286,1115,356,car
img_49632.jpg,457,480,855,847,truck
img_49632.jpg,1117,263,1206,347,truck
img_49632.jpg,1278,313,1338,468,car
img_49632.jpg,1117,278,1192,357,car
img_49632.jpg,1031,245,1067,269,car
img_49632.jpg,987,255,1034,285,car
img_49632.jpg,944,277,1005,336,car
img_49632.jpg,932,343,1081,453,car
img_49632.jpg,1024,228,1057,262,car
img_49632.jpg,466,478,865,838,car
img_49632.jpg,510, 693, 607, 732,plate
img_49835.jpg,742,581,975,701,motorbike
img_49835.jpg,1144,253,1188,291,car
img_49835.jpg,1175,261,1224,313,car
img_49835.jpg,1068,225,1089,250,car
img_49835.jpg,1213,314,1264,380,car
img_49835.jpg,976,252,1029,296,car
img_49835.jpg,1278,316,1337,468,car
img_49835.jpg,1031,229,1058,257,car
img_49835.jpg,949,274,1014,331,car
img_49835.jpg,871,307,976,405,car
img_50036.jpg,830,590,1075,716,motorbike
img_50036.jpg,1080,278,1132,303,motorbike
img_50036.jpg,904,406,1025,475,motorbike
img_50036.jpg,1141,321,1206,363,motorbike
img_50036.jpg,882,290,937,356,car
img_50036.jpg,1278,313,1340,471,car
img_50036.jpg,951,275,1009,321,car
img_50036.jpg,1026,230,1056,269,car
img_50036.jpg,876,304,979,388,car
img_50036.jpg,828, 698, 880, 739,plate
img_50239.jpg,5,499,106,538,motorbike
img_50239.jpg,1215,312,1269,376,car
img_50239.jpg,1141,252,1187,288,car
img_50239.jpg,1028,229,1056,261,car
img_50239.jpg,1177,261,1223,308,car
img_50239.jpg,950,281,1013,328,car
img_50239.jpg,1277,313,1337,463,car
img_50239.jpg,215,639,881,1230,car
img_50239.jpg,866,297,978,398,car
img_50239.jpg,304, 1031, 450, 1102,plate
img_50441.jpg,1023,285,1082,313,motorbike
img_50441.jpg,1036,226,1062,252,car
img_50441.jpg,956,260,1006,310,car
img_50644.jpg,1238,192,1936,717,truck
img_50644.jpg,1213,172,1881,712,bus
img_50644.jpg,950,278,1021,322,car
img_50644.jpg,1069,221,1096,253,car
img_50644.jpg,1034,226,1060,256,car
img_50644.jpg,964,253,1029,301,car
img_50644.jpg,1097,299,1192,410,car
img_50847.jpg,896,322,966,388,motorbike
img_50847.jpg,1280,447,1419,519,motorbike
img_50847.jpg,954,250,1020,302,car
img_50847.jpg,1501,310,1594,392,car
img_51049.jpg,899,317,970,379,motorbike
img_51049.jpg,669,598,866,690,motorbike
img_51049.jpg,1036,224,1069,250,car
img_51049.jpg,1181,276,1291,379,car
img_51251.jpg,885,346,1135,576,truck
img_51251.jpg,1205,431,1277,489,motorbike
img_51251.jpg,1108,277,1171,359,car
img_51251.jpg,885,346,1135,576,car
img_51251.jpg,951,251,1022,310,car
img_51251.jpg,1105,256,1160,312,car
img_51251.jpg,21,671,814,1449,car
img_51251.jpg,150, 1166, 308, 1244,plate
img_51454.jpg,1932,550,2171,666,motorbike
img_51454.jpg,148,538,914,1283,car
img_51454.jpg,255, 975, 400, 1059,plate
img_51657.jpg,1835,686,2352,897,motorbike
img_52061.jpg,1097,254,1139,293,car
img_52061.jpg,1029,247,1097,299,car
img_52061.jpg,945,284,1015,325,car
img_52061.jpg,1130,286,1200,344,car
img_52061.jpg,971,256,1032,299,car
img_52061.jpg,880,379,1052,554,car
img_52061.jpg,1099,278,1170,348,car
img_52264.jpg,1286,368,1626,644,truck
img_52264.jpg,787,494,884,626,motorbike
img_52264.jpg,945,352,1027,403,motorbike
img_52264.jpg,966,248,1030,296,car
img_52264.jpg,1281,355,1621,619,car
img_52264.jpg,731,490,1085,1062,car
img_52467.jpg,910,310,991,358,motorbike
img_52467.jpg,1087,613,1277,706,motorbike
img_52467.jpg,1072,518,1322,641,motorbike
img_52467.jpg,955,248,1018,299,car
img_52467.jpg,630,430,902,690,car
img_52872.jpg,1558,664,1847,826,motorbike
img_53074.jpg,1246,416,1658,770,car
img_53074.jpg,1427, 705, 1497, 742,plate
img_53277.jpg,1400,526,1650,753,motorbike
img_53682.jpg,1612,591,1870,736,motorbike
img_53885.jpg,962,399,1094,463,motorbike
img_53885.jpg,668,341,816,598,car
img_54087.jpg,1532,377,1659,452,motorbike
img_54087.jpg,1028,229,1060,269,car
img_54492.jpg,973,251,1024,290,car
img_54492.jpg,1032,246,1068,282,car
img_54492.jpg,1106,249,1146,290,car
img_54695.jpg,1138,294,1266,353,motorbike
img_54695.jpg,964,252,1026,308,car
img_54695.jpg,680,321,845,569,car
img_54898.jpg,1401,469,1594,745,truck
img_54898.jpg,965,253,1016,307,car
img_54898.jpg,1137,250,1188,306,car
img_54898.jpg,974,322,1136,433,car
img_54898.jpg,0,305,196,519,car
img_54898.jpg,1108,293,1214,393,car
img_55301.jpg,1431,313,1530,391,motorbike
img_55301.jpg,1184,397,1313,452,motorbike
img_55504.jpg,1139,310,1226,356,motorbike
img_55504.jpg,976,247,1034,287,car
img_55504.jpg,178,346,406,677,car
img_55504.jpg,778,334,921,603,car
img_55707.jpg,1331,424,1629,549,motorbike
img_56111.jpg,1027,228,1056,263,car
img_56111.jpg,945,279,1013,329,car
img_56111.jpg,966,253,1028,298,car
img_56111.jpg,20,320,192,577,car
img_56314.jpg,1027,224,1060,254,car
img_56314.jpg,969,252,1031,294,car
img_56517.jpg,1441,483,1579,566,motorbike
img_56517.jpg,949,285,1006,330,car
img_56517.jpg,967,253,1031,297,car
img_56517.jpg,1027,220,1063,259,car
img_56922.jpg,1183,288,1238,337,motorbike
img_56922.jpg,1209,290,1269,338,motorbike
img_56922.jpg,1111,279,1155,328,motorbike
img_56922.jpg,1034,248,1078,271,motorbike
img_56922.jpg,917,406,1056,476,motorbike
img_56922.jpg,1569,659,1830,812,motorbike
img_56922.jpg,1028,222,1065,257,car
img_56922.jpg,1111,279,1155,328,car
img_57124.jpg,965,283,1222,483,truck
img_57124.jpg,1024,223,1061,265,car
img_57124.jpg,522,483,1021,981,car
img_57124.jpg,588, 777, 708, 821,plate
img_57327.jpg,1708,576,2536,915,truck
img_57327.jpg,1063,227,1088,264,car
img_57327.jpg,1028,228,1058,262,car
img_57327.jpg,1710,633,2613,971,car
img_57732.jpg,657,409,1054,760,truck
img_57732.jpg,641,401,1040,741,bus
img_57732.jpg,1752,711,2064,874,motorbike
img_57732.jpg,1026,230,1052,262,car
img_57732.jpg,1144,281,1208,330,car
img_57732.jpg,955,261,1008,312,car
img_57732.jpg,946,277,1013,324,car
img_57732.jpg,1099,269,1183,327,car
img_57732.jpg,713, 647, 805, 691,plate
img_57935.jpg,1072,220,1096,254,car
img_57935.jpg,1000,377,1221,772,car
img_58137.jpg,826,330,1093,546,truck
img_58137.jpg,1102,276,1155,314,motorbike
img_58137.jpg,822,322,1074,546,car
img_58137.jpg,953,262,1006,316,car
img_58137.jpg,1031,226,1060,256,car
img_58137.jpg,1072,217,1099,252,car
img_58137.jpg,940,283,993,340,car
img_58542.jpg,1246,275,1403,401,truck
img_58542.jpg,914,313,979,351,motorbike
img_58542.jpg,1033,275,1089,298,motorbike
img_58542.jpg,951,366,1090,424,motorbike
img_58542.jpg,1257,284,1402,402,car
img_58542.jpg,1107,253,1171,299,car
img_58542.jpg,0,816,720,1551,car
img_58745.jpg,1252,418,1568,681,truck
img_58745.jpg,1088,246,1133,269,motorbike
img_58745.jpg,955,264,1007,315,car
img_58745.jpg,975,260,1018,300,car
img_58745.jpg,1032,229,1067,254,car
img_58745.jpg,1072,222,1103,250,car
img_58745.jpg,953,283,1006,330,car
img_58745.jpg,1252,418,1568,681,car
img_58745.jpg,1245,282,1386,413,car
img_58745.jpg,1393,324,1509,443,car
img_58745.jpg,1396, 651, 1464, 682,plate
img_58948.jpg,1241,274,1397,412,truck
img_58948.jpg,1482,283,1597,378,truck
img_58948.jpg,1098,349,1171,388,motorbike
img_58948.jpg,913,317,970,362,car
img_58948.jpg,1241,274,1397,412,car
img_58948.jpg,1177,279,1245,335,car
img_58948.jpg,1066,222,1093,256,car
img_58948.jpg,954,281,1010,327,car
img_58948.jpg,1026,228,1056,261,car
img_58948.jpg,965,260,1022,308,car
img_58948.jpg,1685,782,2404,1145,car
img_59352.jpg,1146,387,1611,792,truck
img_59352.jpg,1130,330,1633,730,bus
img_59352.jpg,975,258,1026,298,car
img_59352.jpg,1069,220,1091,245,car
img_59352.jpg,909,319,963,368,car
img_59352.jpg,1122,344,1620,747,car
img_59352.jpg,952,286,1003,333,car
img_59352.jpg,1031,226,1059,252,car
img_59352.jpg,1579,655,2324,1124,car
img_59352.jpg,1359, 762, 1451, 806,plate
img_59555.jpg,466,487,914,954,truck
img_59555.jpg,939,315,996,351,motorbike
img_59555.jpg,912,315,974,358,motorbike
img_59555.jpg,1018,431,1109,481,motorbike
img_59555.jpg,953,260,1011,315,car
img_59555.jpg,1028,226,1060,254,car
img_59555.jpg,952,279,1010,327,car
img_59555.jpg,1069,224,1097,254,car
img_59555.jpg,492,500,910,890,car
img_59555.jpg,563, 721, 674, 767,plate
img_59758.jpg,939,315,995,352,motorbike
img_59758.jpg,908,313,972,364,motorbike
img_59758.jpg,339,376,464,516,motorbike
img_59758.jpg,1067,227,1091,254,car
img_59758.jpg,967,275,1022,319,car
img_59758.jpg,945,284,1002,324,car
img_59758.jpg,1034,232,1059,261,car
img_59758.jpg,954,262,1004,312,car
img_59758.jpg,1036,284,1105,370,car
img_59960.jpg,612,385,991,778,truck
img_59960.jpg,624,405,949,766,car
img_59960.jpg,674, 565, 764, 608,plate
img_60161.jpg,1120,257,1157,278,car
img_60161.jpg,977,259,1033,300,car
img_60161.jpg,951,350,1115,492,car
img_60364.jpg,1032,224,1065,251,car
img_60364.jpg,951,281,1005,327,car
img_60364.jpg,956,263,1005,308,car
img_60364.jpg,986,253,1039,285,car
img_60364.jpg,1066,219,1091,248,car
img_60364.jpg,951,353,1118,494,car
img_60567.jpg,1066,217,1095,243,car
img_60567.jpg,1034,223,1070,250,car
img_60567.jpg,951,351,1119,493,car
img_60972.jpg,913,314,976,359,car
img_60972.jpg,1067,221,1091,251,car
img_60972.jpg,953,279,1010,323,car
img_60972.jpg,966,261,1021,305,car
img_60972.jpg,1030,228,1060,261,car
img_60972.jpg,1771,582,2165,836,car
img_60972.jpg,1124,282,1198,354,car
img_60972.jpg,1854, 861, 1950, 905,plate
img_61174.jpg,476,882,985,1228,motorbike
img_61174.jpg,1072,223,1097,253,car
img_61174.jpg,1180,282,1241,334,car
img_61174.jpg,1022,227,1054,263,car
img_61174.jpg,1253,325,1366,427,car
img_61174.jpg,1781,578,2189,827,car
img_61174.jpg,1860, 865, 1964, 920,plate
img_61377.jpg,972,262,1020,307,car
img_61377.jpg,1097,249,1131,282,car
img_61377.jpg,1037,301,1145,400,car
img_61377.jpg,1780,574,2200,826,car
img_61377.jpg,1860, 865, 1966, 920,plate
img_61782.jpg,964,260,1017,308,car
img_61782.jpg,1780,576,2192,828,car
img_61782.jpg,1250,324,1362,430,car
img_61782.jpg,1861, 864, 1966, 920,plate
img_61985.jpg,1260,400,1506,586,truck
img_61985.jpg,1262,415,1512,604,car
img_61985.jpg,953,272,1018,321,car
img_61985.jpg,1081,247,1126,304,car
img_61985.jpg,965,259,1016,305,car
img_61985.jpg,1026,228,1056,258,car
img_61985.jpg,1069,219,1114,264,car
img_61985.jpg,1780,576,2191,828,car
img_61985.jpg,1860, 865, 1966, 919,plate
img_62187.jpg,1079,226,1238,345,truck
img_62187.jpg,1083,213,1238,319,bus
img_62187.jpg,952,272,1018,321,car
img_62187.jpg,1030,229,1061,263,car
img_62187.jpg,965,259,1018,306,car
img_62187.jpg,1779,573,2200,826,car
img_62187.jpg,1861, 865, 1966, 919,plate
img_62592.jpg,965,259,1021,304,car
