Image,left,top,right,bottom,class
img_9317.jpg,1078,249,1122,282,car
img_9560.jpg,785,709,1030,853,motorbike
img_9560.jpg,986,370,1105,431,motorbike
img_9560.jpg,1031,224,1066,252,car
img_9560.jpg,1278,316,1337,474,car
img_9560.jpg,782,803,828,844,plate
img_9641.jpg,719,688,903,785,motorbike
img_9641.jpg,977,249,1043,291,car
img_9641.jpg,1032,228,1061,255,car
img_9722.jpg,1638,461,1793,668,motorbike
img_9722.jpg,1641,370,1755,578,car
img_9722.jpg,948,253,1006,310,car
img_9722.jpg,908,293,975,348,car
img_9722.jpg,1027,229,1055,260,car
img_9722.jpg,948,279,1014,324,car
img_9722.jpg,978,251,1036,293,car
img_9722.jpg,1280,316,1339,464,car
img_9722.jpg,664,356,795,590,car
img_9803.jpg,886,403,1004,467,motorbike
img_9803.jpg,1272,314,1331,484,car
